name,score,description
Abamectin (combination of avermectin B1a and avermectin B1b) (ISO) [1]; Avermectin B1a [2],-10,Substanta INTERZISA in UE (Anexa II)
4-tert-Butylbenzoic acid,-10,Substanta INTERZISA in UE (Anexa II)
"Leucomalachite green; N,N,N',N'-tetramethyl-4,4'-benzylidenedianiline",-10,Substanta INTERZISA in UE (Anexa II)
Fuberidazole (ISO); 2-(2-furyl)-1H-benzimidazole,-10,Substanta INTERZISA in UE (Anexa II)
"Metazachlor (ISO); 2-chloro-N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)acetamide",-10,Substanta INTERZISA in UE (Anexa II)
Di-tert-butyl peroxide,-10,Substanta INTERZISA in UE (Anexa II)
Trichloromethylstannane,-10,Substanta INTERZISA in UE (Anexa II)
"2-Ethylhexyl 10-ethyl-4-[[2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio]-4-methyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate",-10,Substanta INTERZISA in UE (Anexa II)
"2-Ethylhexyl 10-ethyl-4,4-dioctyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate",-10,Substanta INTERZISA in UE (Anexa II)
"Sulcotrione (ISO); 2-[2-chloro-4-(methylsulfonyl)benzoyl]cyclohexane-1,3-dione",-10,Substanta INTERZISA in UE (Anexa II)
"Bifenthrin (ISO); (2-methylbiphenyl-3-yl)methyl rel-(1R,3R)-3-[(1Z)-2-chloro-3,3,3-trifluoroprop-1-en-1-yl]-2,2-dimethylcyclopropanecarboxylate",-10,Substanta INTERZISA in UE (Anexa II)
Dihexyl phthalate,-10,Substanta INTERZISA in UE (Anexa II)
Ammonium pentadecafluorooctanoate,-10,Substanta INTERZISA in UE (Anexa II)
Perfluorooctanoic acid,-10,Substanta INTERZISA in UE (Anexa II)
N-Ethyl-2-pyrrolidone; 1-ethylpyrrolidin-2-one,-10,Substanta INTERZISA in UE (Anexa II)
Proquinazid (ISO); 6-iodo-2-propoxy-3-propylquinazolin-4(3H)-one,-10,Substanta INTERZISA in UE (Anexa II)
Gallium arsenide,-10,Substanta INTERZISA in UE (Anexa II)
Vinyl acetate,-10,Substanta INTERZISA in UE (Anexa II)
Aclonifen (ISO); 2-chloro-6-nitro-3-phenoxyaniline,-10,Substanta INTERZISA in UE (Anexa II)
"2-Ethylhexyl 10-ethyl-4,4-dimethyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate",-10,Substanta INTERZISA in UE (Anexa II)
Dimethyltin dichloride,-10,Substanta INTERZISA in UE (Anexa II)
4-Vinylcyclohexene,-10,Substanta INTERZISA in UE (Anexa II)
Tralkoxydim (ISO); 2-(N-ethoxypropanimidoyl)-3-hydroxy-5-mesitylcyclohex-2-en-1-one,-10,Substanta INTERZISA in UE (Anexa II)
Cycloxydim (ISO); 2-(N-ethoxybutanimidoyl)-3-hydroxy-5-(tetrahydro-2H-thiopyran-3-yl)cyclohex-2-en-1-one,-10,Substanta INTERZISA in UE (Anexa II)
"Fluazinam (ISO); 3-chloro-N-[3-chloro-2,6-dinitro-4-(trifluoromethyl)phenyl]-5-(trifluoromethyl)pyridin-2-amine",-10,Substanta INTERZISA in UE (Anexa II)
"Penconazole (ISO); 1-[2-(2,4-dichlorophenyl)pentyl]-1H-1,2,4-triazole",-10,Substanta INTERZISA in UE (Anexa II)
Fenoxycarb (ISO); ethyl [2-(4-phenoxyphenoxy)ethyl]carbamate,-10,Substanta INTERZISA in UE (Anexa II)
Styrene,-10,Substanta INTERZISA in UE (Anexa II)
Tetrahydro-2-furylmethanol; tetrahydrofurfuryl alcohol,-10,Substanta INTERZISA in UE (Anexa II)
Formaldehyde,-10,Substanta INTERZISA in UE (Anexa II)
Paraformaldehyde,-10,Substanta INTERZISA in UE (Anexa II)
Methanediol; methylene glycol,-10,Substanta INTERZISA in UE (Anexa II)
"cymoxanil (ISO); 2-cyano-N-[(ethylamino)carbonyl]-2-(methoxyimino)acetamide; [1]/
(2E)-2-cyano-N-[(ethylamino)carbonyl]-2-(methoxyimino)acetamide; [2]",-10,Substanta INTERZISA in UE (Anexa II)
Tributyltin compounds,-10,Substanta INTERZISA in UE (Anexa II)
"Tembotrione (ISO); 2-{2-chloro-4-(methylsulfonyl)-3-[(2,2,2-trifluoroethoxy)methyl]benzoyl}cyclohexane-1,3-dione",-10,Substanta INTERZISA in UE (Anexa II)
"1,2-Benzenedicarboxylic acid, dihexyl ester, branched and linear",-10,Substanta INTERZISA in UE (Anexa II)
"Spirotetramat (ISO); (5s,8s)-3-(2,5-dimethylphenyl)-8-methoxy-2-oxo-1-azaspiro[4,5]dec-3-en-4-yl ethyl carbonate",-10,Substanta INTERZISA in UE (Anexa II)
"Dodemorph acetate; 4-cyclododecyl-2,6-dimethylmorpholin-4-ium acetate",-10,Substanta INTERZISA in UE (Anexa II)
"Triflusulfuron-methyl; methyl 2-({[4-(dimethylamino)-6-(2,2,2- trifluoroethoxy)-1,3,5-triazin-2- yl]carbamoyl}sulfamoyl)-3- methylbenzoate",-10,Substanta INTERZISA in UE (Anexa II)
"Imazalil (ISO); 1-[2-(allyloxy)-2-(2,4-dichlorophenyl)ethyl]-1H-imidazole",-10,Substanta INTERZISA in UE (Anexa II)
"Dodemorph (ISO); 4-cyclododecyl-2,6-dimethylmorpholine",-10,Substanta INTERZISA in UE (Anexa II)
Imidazole,-10,Substanta INTERZISA in UE (Anexa II)
"Lenacil (ISO); 3-cyclohexyl-6,7-dihydro-1H-cyclopenta[d]pyrimidine-2,4(3H,5H)-dione",-10,Substanta INTERZISA in UE (Anexa II)
"Metosulam (ISO); N-(2,6-dichloro-3-methylphenyl)-5,7-dimethoxy[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfonamide",-10,Substanta INTERZISA in UE (Anexa II)
2-Methyl-1-(4-methylthiophenyl)-2-morpholino-propan 1-one,-10,Substanta INTERZISA in UE (Anexa II)
"2,3-Epoxypropyl methacrylate; glycidyl methacrylate",-10,Substanta INTERZISA in UE (Anexa II)
"Spiroxamine (ISO); 8-tert-butyl-1,4-dioxaspirol[4.5]decan-2-ylmethyl(ethyl)(propyl)amine",-10,Substanta INTERZISA in UE (Anexa II)
Cyanamide; carbanonitril,-10,Substanta INTERZISA in UE (Anexa II)
"Cyproconazole (ISO); (2RS,3RS;2RS,3SR)-2-(4-chlorophenyl)-3-cyclopropyl-1-(1H-1,2,4-triazol-1-yl)butan-2-ol",-10,Substanta INTERZISA in UE (Anexa II)
Silver zinc zeolite,-10,Substanta INTERZISA in UE (Anexa II)
Cadmium carbonate,-10,Substanta INTERZISA in UE (Anexa II)
Cadmium hydroxide; cadmium dihydroxide,-10,Substanta INTERZISA in UE (Anexa II)
Cadmium nitrate; cadmium dinitrate,-10,Substanta INTERZISA in UE (Anexa II)
Dibutyltin dilaurate; dibutyl[bis(dodecanoyloxy)] stannane,-10,Substanta INTERZISA in UE (Anexa II)
Clorofene; chlorophene; 2-benzyl-4-chlorophenol,-10,Substanta INTERZISA in UE (Anexa II)
"Anthraquinone; 9,10-anthraquinone",-10,Substanta INTERZISA in UE (Anexa II)
"Nonadecafluorodecanoic acid [1];
Ammonium nonadecafluorodecanoate [2];
Sodium nonadecafluorodecanoate [3]",-10,Substanta INTERZISA in UE (Anexa II)
"N,N'-Methylenedimorpholine; N,N'-methylenebismorpholine; [formaldehyde released from N,N'-Methylenebismorpholine]; [MBM] if the maximum theoretical concentration of releasable formaldehyde, irrespective of the source, in the mixture as placed on the market is = 0,1 % w/w",-10,Substanta INTERZISA in UE (Anexa II)
"Reaction products of paraformaldehyde with 2-hydroxypropylamine (3:2); [formaldehyde released from 3,3'-methylenebis[5–methyloxazolidine]; [formaldehyde released from oxazolidin]; [MBO] if the maximum theoretical concentration of releasable formaldehyde, irrespective of the source, in the mixture as placed on the market is = 0,1 % w/w",-10,Substanta INTERZISA in UE (Anexa II)
"Reaction products of paraformaldehyde  with 2-hydroxypropylamine (1:1)); [formaldehyde released from a,a,a-trimethyl-1,3,5-triazine-1,3,5(2H,4H,6H)-triethanol]; [HPT] if the maximum theoretical concentration of releasable formaldehyde, irrespective of the source, in the mixture as placed on the market is = 0,1 % w/w",-10,Substanta INTERZISA in UE (Anexa II)
Methylhydrazine,-10,Substanta INTERZISA in UE (Anexa II)
"Triadimenol (ISO); (1RS,2RS;1RS,2SR)-1-(4-chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)butan-2-ol; a-tert-butyl-ß-(4-chlorophenoxy)-1H-1,2,4-triazole-1-ethanol",-10,Substanta INTERZISA in UE (Anexa II)
"Thiacloprid (ISO); (Z)-3-(6-chloro-3-pyridyl-methyl)-1-3-thiazolidin-2-ylidenecyanamide; {(2Z)-3-[(6-chloropyridin-3-yl)methyl]-1,3-thiazolidin-2-ylidene}cyanamide",-10,Substanta INTERZISA in UE (Anexa II)
Carbetamide (ISO); (R)-1-(ethylcarbamoyl) ethyl-carbanilate; (2R)-1-(ethylamino) -1-oxopro-pan-2-yl-phenylcarbamate,-10,Substanta INTERZISA in UE (Anexa II)
"Phosmet (ISO); S-[(1,3-dioxo-1,3-dihydro-2H- isoindol-2-yl)methyl]-O,O-dimethyl phosphorodithioate; O,O-dimethyl-S-phthalimidomethyl phosphorodithioate",-10,Substanta INTERZISA in UE (Anexa II)
Potassium permanganate,-10,Substanta INTERZISA in UE (Anexa II)
2-Benzyl-2-dimethylamino-4'- morpholinobutyrophenone,-10,Substanta INTERZISA in UE (Anexa II)
Quizalofop-p-tefuryl (ISO); (+/–) tetrahydrofurfuryl (R)-2-[4-(6- chloroquinoxalin-2-yloxy)phenyloxy]propionate,-10,Substanta INTERZISA in UE (Anexa II)
"Propiconazole (ISO); (2RS,4RS;2RS,4SR)-1-{[2-(2,4- dichlorophenyl)-4-propyl-1,3- dioxolan-2-yl]methyl}-1H- 1,2,4-triazole",-10,Substanta INTERZISA in UE (Anexa II)
"Pinoxaden (ISO); 8-(2,6-diethyl-4-methylphenyl)-7-oxo-1,2,4,5-tetrahydro-7H-pyrazolo[1,2-d][1,4,5]oxadiazepin-9-yl 2,2-dimethylpropanoate",-10,Substanta INTERZISA in UE (Anexa II)
"Tetramethrin;
(1-Cyclohexene-1,2-Dicarboximido)Methyl Chrysanthemate; 
2,2-Dimethyl-3-(2-Methyl-1-Propenyl)Cyclopropanecarboxylic Acid (1,3,4,5,6,7-Hexahydro-1,3-Dioxo-2H-Isoindol-2-yl)Methyl Ester",-10,Substanta INTERZISA in UE (Anexa II)
"(1,3,4,5,6,7-Hexahydro-1,3-dioxo-2H-isoindol-2-yl)methyl (1R-trans)-2,2-dimethyl-3-(2- methylprop-1-enyl)cyclopropanecarboxylate",-10,Substanta INTERZISA in UE (Anexa II)
"Spirodiclofen (ISO); 3-(2,4-dichlorophenyl)-2-oxo- 1-oxaspiro[4.5]dec-3-en-4-yl 2,2-dimethylbutyrate",-10,Substanta INTERZISA in UE (Anexa II)
Reaction mass of 1-[2-(2-aminobutoxy)ethoxy]but-2-ylamine and 1-({[2-(2-aminobutoxy)ethoxy]methyl}propoxy) but-2-ylamine,-10,Substanta INTERZISA in UE (Anexa II)
1-Vinylimidazole,-10,Substanta INTERZISA in UE (Anexa II)
"Amisulbrom (ISO)3-(3-bromo-6-fluoro-2-methylindol-1-ylsulfonyl)-N,N-dimethyl-1H-1,2,4-triazole-1-sulfonamide",-10,Substanta INTERZISA in UE (Anexa II)
"Pirimicarb (ISO); 2-(dimethylamino)-5,6-dimethylpyrimidin-4-yl dimethylcarbamate",-10,Substanta INTERZISA in UE (Anexa II)
"1,2-Dichloropropane; propylene dichloride",-10,Substanta INTERZISA in UE (Anexa II)
"Phenol, dodecyl-, branched [1]; Phenol, 2-dodecyl-, branched [2]; Phenol, 3-dodecyl-, branched [3]; Phenol, 4-dodecyl-, branched [4]; Phenol, (tetrapropenyl) derivatives [5]",-10,Substanta INTERZISA in UE (Anexa II)
"Coumatetralyl (ISO); 4- hydroxy-3-(1,2,3,4-tetrahydro-1-naphthyl) coumarin",-10,Substanta INTERZISA in UE (Anexa II)
"Difenacoum (ISO); 3-(3- biphenyl-4-yl-1,2,3,4- tetrahydro-1-naphthyl)- 4-hydroxycoumarin",-10,Substanta INTERZISA in UE (Anexa II)
"Brodifacoum (ISO); 4-hydroxy-3-(3-(4′-bromo-4-biphenylyl)-1,2,3,4-tetrahydro-1-naphthyl)coumarin",-10,Substanta INTERZISA in UE (Anexa II)
"Flocoumafen (ISO); reaction mass of: cis-4- hydroxy-3-(1,2,3,4-tetrahydro-3-(4-(4-trifluoromethylbenzyloxy)phenyl)-1-naphthyl)coumarin and trans-4-hydroxy-3-(1,2,3,4-tetrahydro-3-(4-(4-trifluoromethylbenzyloxy)phenyl)-1-naphthyl)coumarin",-10,Substanta INTERZISA in UE (Anexa II)
Acetochlor (ISO); 2- chloro-N-(ethoxymethyl)-N-(2-ethyl-6- methylphenyl)acetamide,-10,Substanta INTERZISA in UE (Anexa II)
e-Glass microfibres of representative composition,-10,Substanta INTERZISA in UE (Anexa II)
Glass microfibres of representative composition,-10,Substanta INTERZISA in UE (Anexa II)
Bromadiolone (ISO); 3- [3-(4′-bromobiphenyl- 4-yl)-3-hydroxy-1-phenylpropyl]-4-hydroxy- 2H-chromen-2-one,-10,Substanta INTERZISA in UE (Anexa II)
"Difethialone (ISO); 3-[3-(4′-bromobiphenyl-4-yl)-1,2,3,4-tetrahydronaphthalen-1-yl]- 4-hydroxy-2H-1-benzothiopyran-2-one",-10,Substanta INTERZISA in UE (Anexa II)
Perfluorononan-1-oic acid [1] and its sodium [2] and ammonium [3] salts,-10,Substanta INTERZISA in UE (Anexa II)
Dicyclohexyl phthalate,-10,Substanta INTERZISA in UE (Anexa II)
"3,7-Dimethylocta-2,6- dienenitrile",-10,Substanta INTERZISA in UE (Anexa II)
Bupirimate (ISO); 5-butyl-2-ethylamino-6- methylpyrimidin-4-yl dimethylsulfamate,-10,Substanta INTERZISA in UE (Anexa II)
Triflumizole (ISO); (1E)-N-[4-chloro-2-(trifluoromethyl)phenyl]-1- (1H-imidazol-1-yl)-2- propoxyethanimine,-10,Substanta INTERZISA in UE (Anexa II)
tert-Butyl hydroperoxide,-10,Substanta INTERZISA in UE (Anexa II)
"1,2,4-Trihydroxybenzene when used as a substance in hair and eyelash dye products",-10,Substanta INTERZISA in UE (Anexa II)
4-Amino-3-hydroxytoluene when used as a substance in hair and eyelash dye products.,-10,Substanta INTERZISA in UE (Anexa II)
2-[(4-Amino-2-nitrophenyl)-amino]-benzoic acid when used as a substance in hair and eyelash dye products,-10,Substanta INTERZISA in UE (Anexa II)
Cobalt,-10,Substanta INTERZISA in UE (Anexa II)
"Metaldehyde (ISO); 2,4,6,8-tetramethyl- 1,3,5,7-tetraoxacyclooctane",-10,Substanta INTERZISA in UE (Anexa II)
Methylmercuric chloride,-10,Substanta INTERZISA in UE (Anexa II)
Benzo[rst]pentaphene,-10,Substanta INTERZISA in UE (Anexa II)
"Dibenzo[b,def]chrysene; dibenzo[a,h]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Ethanol, 2,2'-iminobis-, N- (C13-15-branched and linear alkyl) derivs.",-10,Substanta INTERZISA in UE (Anexa II)
"Cyflumetofen (ISO); 2-methoxyethyl (RS)-2- (4-tert-butylphenyl)-2-cyano-3-oxo- 3-(α,α,α-trifluoro-o-tolyl)propionate",-10,Substanta INTERZISA in UE (Anexa II)
Diisohexyl phthalate,-10,Substanta INTERZISA in UE (Anexa II)
"halosulfuron-methyl (ISO); methyl 3-chloro-5-{[(4,6- dimethoxypyrimidin-2-yl) carbamoyl]sulfamoyl}-1- methyl-1H-pyrazole-4- carboxylate",-10,Substanta INTERZISA in UE (Anexa II)
2-methylimidazole,-10,Substanta INTERZISA in UE (Anexa II)
"Metaflumizone (ISO);(EZ)-2'-[2-(4-cyanophenyl)-1-(α,α,α -trifluoro-m- tolyl)ethylidene]- [4-(trifluoromethoxy)phenyl] carbanilohydrazide [E-isomer ≥ 90 %, Z-isomer ≤ 10 % relative content]; [1](E)-2'-[2-(4-cyanophenyl)- 1-(α,α,α -trifluoro-m-tolyl) ethylidene]- [4-(trifluoromethoxy)phenyl]carbanilohydrazide [2]",-10,Substanta INTERZISA in UE (Anexa II)
"Dibutylbis(pentane-2,4- dionato-O,O')tin",-10,Substanta INTERZISA in UE (Anexa II)
"4-[(tetrahydro-2H-pyran-2-yl)oxy]phenol (Deoxyarbutin, Tetrahydropyranyloxy Phenol)",-10,Substanta INTERZISA in UE (Anexa II)
"Silicon carbide fibres (with diameter < 3 μm, length > 5 μm and aspect ratio ≥ 3:1)",-10,Substanta INTERZISA in UE (Anexa II)
"Tris(2-methoxyethoxy) vinylsilane; 6-(2-methoxyethoxy)- 6-vinyl-2,5,7,10-tetraoxa-6-silaundecane",-10,Substanta INTERZISA in UE (Anexa II)
"Dioctyltin dilaurate; [1]

stannane, dioctyl-, bis (coco acyloxy) derivs. [2]",-10,Substanta INTERZISA in UE (Anexa II)
"Dibenzo[def,p]chrysene; dibenzo[a,l]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Ipconazole (ISO); (1RS,2SR,5RS;1RS,2SR,5SR)-2-(4-chlorobenzyl)-5-isopropyl-1- (1H-1,2,4-triazol-1-ylmethyl)cyclopentanol",-10,Substanta INTERZISA in UE (Anexa II)
Bis(2-(2-methoxyethoxy)ethyl)ether; tetraglyme,-10,Substanta INTERZISA in UE (Anexa II)
"Paclobutrazol (ISO); (2RS,3RS)-1-(4-chlorophenyl)-4,4-dimethyl- 2-(1H-1,2,4-triazol-1- yl)pentan-3-ol",-10,Substanta INTERZISA in UE (Anexa II)
"2,2-bis(bromomethyl) propane-1,3-diol",-10,Substanta INTERZISA in UE (Anexa II)
2-(4-tert-butylbenzyl) propionaldehyde,-10,Substanta INTERZISA in UE (Anexa II)
Diisooctyl phthalate,-10,Substanta INTERZISA in UE (Anexa II)
2-methoxyethyl acrylate,-10,Substanta INTERZISA in UE (Anexa II)
"Sodium N-(hydroxymethyl)glycinate; [formaldehyde released from sodium N-(hydroxymethyl)glycinate]

if the maximum theoretical concentration of releasable formaldehyde, irrespective of the source, in the mixture as placed on the market is ≥ 0,1 % w/w",-10,Substanta INTERZISA in UE (Anexa II)
Pyrithione zinc; (T-4)- bis[1-(hydroxy-.kappa.O)pyridine-2(1H)- thionato-.kappa.S]zinc,-10,Substanta INTERZISA in UE (Anexa II)
Flurochloridone (ISO); 3-chloro-4-(chloromethyl)-1-[3-(trifluoromethyl)phenyl]pyrrolidin-2-one,-10,Substanta INTERZISA in UE (Anexa II)
"3-(difluoromethyl)-1- methyl-N-(3',4',5'-trifluorobiphenyl-2-yl) pyrazole-4-carboxamide; fluxapyroxad",-10,Substanta INTERZISA in UE (Anexa II)
N-(hydroxymethyl)acrylamide; methylolacrylamide; [NMA],-10,Substanta INTERZISA in UE (Anexa II)
"5-fluoro-1,3-dimethyl-N-[2-(4- methylpentan-2-yl) phenyl]-1H-pyrazole- 4-carboxamide; 2'- [(RS)-1,3-dimethylbutyl]-5-fluoro-1,3-dimethylpyrazole-4-carboxanilide; penflufen",-10,Substanta INTERZISA in UE (Anexa II)
Iprovalicarb (ISO); isopropyl [(2S)-3- methyl-1-{[1-(4- methylphenyl)ethyl] amino}-1-oxobutan-2- yl]carbamate,-10,Substanta INTERZISA in UE (Anexa II)
Dichlorodioctylstannane,-10,Substanta INTERZISA in UE (Anexa II)
"Mesotrione (ISO); 2-[4-(methylsulfonyl)- 2-nitrobenzoyl]-1,3- cyclohexanedione",-10,Substanta INTERZISA in UE (Anexa II)
Hymexazol (ISO); 3-hydroxy-5-methylisoxazole,-10,Substanta INTERZISA in UE (Anexa II)
"Imiprothrin (ISO); reaction mass of: [2,4- dioxo-(2-propyn-1-yl) imidazolidin-3-yl] methyl(1R)-cis-chrysanthemate; [2,4-dioxo-(2-propyn-1-yl) imidazolidin-3-yl] methyl(1R)-trans-chrysanthemate",-10,Substanta INTERZISA in UE (Anexa II)
"Bis(α,α-dimethylbenzyl) peroxide",-10,Substanta INTERZISA in UE (Anexa II)
Tetrafluoroethylene,-10,Substanta INTERZISA in UE (Anexa II)
"6,6'-di-tert-butyl-2,2'-methylenedi-p-cresol;[DBMC]",-10,Substanta INTERZISA in UE (Anexa II)
"(5-chloro-2-methoxy-4-methyl-3-pyridyl)(4,5,6-trimethoxy-o-tolyl)methanone; pyriofenone",-10,Substanta INTERZISA in UE (Anexa II)
(RS)-1-{1-ethyl-4-[4-mesyl-3-(2-methoxyethoxy)-o-toluoyl]pyrazol-5-yloxy}ethyl methyl carbonate; tolpyralate,-10,Substanta INTERZISA in UE (Anexa II)
"Azamethiphos (ISO); S-[(6-chloro-2-oxooxazolo[4,5-b]pyridin-3(2H)-yl)methyl] O,O-dimethyl thiophosphate",-10,Substanta INTERZISA in UE (Anexa II)
3-methylpyrazole,-10,Substanta INTERZISA in UE (Anexa II)
"N-methoxy-N-[1-methyl-2-(2,4,6-trichlorophenyl)-ethyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide; pydiflumetofen",-10,Substanta INTERZISA in UE (Anexa II)
"N-{2-[[1,1'-bi(cyclopropyl)]-2-yl]phenyl}-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide; sedaxane",-10,Substanta INTERZISA in UE (Anexa II)
4-methylpentan-2-one; isobutyl methyl ketone (MIBK),-10,Substanta INTERZISA in UE (Anexa II)
"Dimethomorph (ISO); (E,Z)-4-(3-(4-chlorophenyl)-3-(3,4-dimethoxyphenyl)acryloyl)morpholine",-10,Substanta INTERZISA in UE (Anexa II)
Imazamox (ISO); (RS)-2-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-5-methoxymethylnicotinic acid,-10,Substanta INTERZISA in UE (Anexa II)
"Thiamethoxam (ISO); 3-(2-chloro-thiazol-5-ylmethyl)-5-methyl[1,3,5]oxadiazinan-4-ylidene-N-nitroamine",-10,Substanta INTERZISA in UE (Anexa II)
"Triticonazole (ISO); (RS)-(E)-5-(4-chlorobenzylidene)-2,2-dimethyl-1-(1H-1,2,4-triazol-1-methyl)cyclopentanol",-10,Substanta INTERZISA in UE (Anexa II)
Desmedipham (ISO); ethyl 3-phenylcarbamoyloxyphenylcarbamate,-10,Substanta INTERZISA in UE (Anexa II)
Ammonium bromide,-10,Substanta INTERZISA in UE (Anexa II)
Dibutyltin bis(2-ethylhexanoate),-10,Substanta INTERZISA in UE (Anexa II)
Dibutyltin di(acetate),-10,Substanta INTERZISA in UE (Anexa II)
Tellurium dioxide,-10,Substanta INTERZISA in UE (Anexa II)
Barium diboron tetraoxide,-10,Substanta INTERZISA in UE (Anexa II)
"2,2-dimethylpropan-1-ol,tribromo derivative; 3-bromo-2,2-bis(bromomethyl)propan-1-ol",-10,Substanta INTERZISA in UE (Anexa II)
"2,4,6-tri-tert-butylphenol",-10,Substanta INTERZISA in UE (Anexa II)
"4,4’-sulphonyldiphenol; bisphenol S",-10,Substanta INTERZISA in UE (Anexa II)
Benzophenone,-10,Substanta INTERZISA in UE (Anexa II)
"Quinoclamine (ISO); 2-amino-3-chloro-1,4-naphthoquinone",-10,Substanta INTERZISA in UE (Anexa II)
Perfluoroheptanoic acid; tridecafluoroheptanoic acid,-10,Substanta INTERZISA in UE (Anexa II)
methyl N-(isopropoxycarbonyl)-L-valyl-(3RS)-3-(4-chlorophenyl)-β-alaninate; valifenalate,-10,Substanta INTERZISA in UE (Anexa II)
"6-[C12-18-alkyl-(branched, unsaturated)-2,5-dioxopyrrolidin-1-yl]hexanoic acid, sodium and tris(2-hydroxyethyl)ammonium salts",-10,Substanta INTERZISA in UE (Anexa II)
"6-[(C10-C13)-alkyl-(branched, unsaturated)-2,5-dioxopyrrolidin-1-yl]hexanoic acid",-10,Substanta INTERZISA in UE (Anexa II)
"6-[C12-18-alkyl-(branched, unsaturated)-2,5-dioxopyrrolidin-1-yl]hexanoic acid",-10,Substanta INTERZISA in UE (Anexa II)
"Theophylline; 1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione",-10,Substanta INTERZISA in UE (Anexa II)
"1,3,5-triazine-2,4,6-triamine; melamine",-10,Substanta INTERZISA in UE (Anexa II)
"Fluopicolide (ISO); 2,6-dichloro-N-[3-chloro-5-(trifluoromethyl)-2-pyridylmethyl]benzamide",-10,Substanta INTERZISA in UE (Anexa II)
N-(2-nitrophenyl)phosphoric triamide,-10,Substanta INTERZISA in UE (Anexa II)
N-(5-chloro-2-isopropylbenzyl)-N-cyclopropyl-3-(difluoromethyl)-5-fluoro-1-methyl-1H-pyrazole-4-carboxamide; isoflucypram,-10,Substanta INTERZISA in UE (Anexa II)
"Reaction mass of 3-(difluoromethyl)-1-methyl-N-[(1RS,4SR,9RS)-1,2,3,4-tetrahydro-9-isopropyl-1,4-methanonaphthalen-5-yl]pyrazole-4-carboxamide and 3-(difluoromethyl)-1-methyl-N-[(1RS,4SR,9SR)-1,2,3,4-tetrahydro-9-isopropyl-1,4-methanonaphthalen-5-yl]pyrazole-4-carboxamide [≥ 78 % syn isomers ≤ 15 % anti isomers relative content]; isopyrazam",-10,Substanta INTERZISA in UE (Anexa II)
"Margosa, ext. [from the kernels of Azadirachta indica extracted with water and further processed with organic solvents]",-10,Substanta INTERZISA in UE (Anexa II)
Cumene,-10,Substanta INTERZISA in UE (Anexa II)
"2-ethyl-2-[[(1-oxoallyl)oxy]methyl]-1,3-propanediyl diacrylate; 2,2-bis(acryloyloxymethyl)butyl acrylate; trimethylolpropane triacrylate;",-10,Substanta INTERZISA in UE (Anexa II)
"Pentapotassium 2,2’,2’’,2’’’,2’’’’-(ethane-1,2-diylnitrilo)pentaacetate",-10,Substanta INTERZISA in UE (Anexa II)
